ValdezD_18R_Governor,WhiteD_18R_Governor,X18R_Governor_abstain,BCVAP_2018,HCVAP_2018,WCVAP_2018,OCVAP_2018,X18R_Governor_CVAP
9,8,1458,490,745,210,30,0
17,20,1737,829,734,193,18,0
13,6,1903,884,921,71,46,0
9,5,1060,392,595,61,26,0
20,14,1186,4,1075,141,0,0
6,3,450,0,349,110,0,0
59,25,2250,38,1865,429,2,0
55,22,2950,39,2415,528,45,0
69,47,2776,106,1682,979,125,0
32,59,838,4,417,488,20,0
34,24,4424,370,3242,834,36,0
15,9,1722,224,1017,466,39,0
11,8,1334,59,883,350,61,0
0,2,351,31,258,57,7,0
30,22,2988,92,2211,702,35,0
40,29,3527,118,2574,857,47,0
13,17,1803,15,1531,286,1,0
68,25,5106,74,4427,686,12,0
44,22,1919,201,1454,312,18,0
55,42,3200,44,2560,675,18,0
35,34,2515,540,1878,150,16,0
8,2,541,210,281,60,0,0
23,13,2282,85,1922,301,10,0
25,19,2193,28,1856,348,5,0
59,39,4757,975,2703,1043,134,0
30,37,2253,412,1411,385,112,0
3,1,37,2,8,29,2,0
90,76,3012,1331,1185,591,71,0
19,26,2439,1003,1438,24,19,0
88,121,2759,219,606,2096,47,0
14,16,1654,930,715,39,0,0
19,24,1667,983,509,143,75,0
33,27,2217,1326,692,198,61,0
2,0,32,5,18,10,1,0
26,17,2938,649,1059,1072,201,0
15,10,2433,449,1416,431,162,0
54,33,2875,416,1178,1208,160,0
47,102,2816,275,660,1885,145,0
48,37,3125,247,1787,959,217,0
49,17,2555,14,2414,193,0,0
24,37,2933,690,1185,930,189,0
12,34,1659,140,360,1160,45,0
24,28,1844,128,656,1020,92,0
32,38,2747,503,957,1182,175,0
19,10,2148,489,983,627,78,0
29,29,4191,917,1094,1896,342,0
10,14,1653,105,455,1014,103,0
44,27,3694,296,1138,1819,512,0
19,29,1540,44,434,1028,82,0
22,17,2251,127,618,1408,137,0
24,24,2759,521,956,1176,154,0
21,25,1953,362,755,676,206,0
25,10,3402,1015,1560,800,62,0
14,6,774,144,460,165,25,0
18,9,1512,168,923,349,99,0
23,36,2825,438,847,1474,125,0
37,24,5495,1661,2853,859,183,0
27,37,3585,1369,1307,811,162,0
11,11,2714,896,1077,647,116,0
1,3,232,44,81,94,17,0
6,10,1111,147,400,557,23,0
93,78,3512,918,2154,535,76,0
5,8,1158,3,148,1005,15,0
19,15,2652,43,788,1805,50,0
14,11,1744,14,1218,514,23,0
26,7,2203,18,1123,1071,24,0
28,8,530,50,388,113,15,0
19,20,3286,713,1639,720,253,0
41,27,4552,632,2656,1230,102,0
1,5,1093,29,369,696,5,0
10,14,1846,305,485,965,115,0
26,22,3365,492,2006,805,110,0
1,1,636,50,85,445,58,0
18,18,2476,989,1218,188,117,0
2,1,755,134,260,278,86,0
6,2,431,129,195,112,3,0
0,0,44,1,13,30,0,0
2,1,627,14,240,370,6,0
18,9,1124,204,394,422,131,0
42,37,3716,1097,1248,1148,302,0
24,25,3958,981,717,1889,420,0
16,11,2185,363,690,992,167,0
25,14,1230,35,450,729,55,0
19,40,1331,143,455,699,93,0
25,27,3045,267,1348,1371,111,0
25,31,2693,229,693,1772,55,0
23,29,1852,177,910,813,4,0
22,20,3843,525,2015,1280,65,0
6,6,1857,330,520,822,197,0
18,25,2047,125,685,1165,115,0
20,10,2184,454,1091,658,11,0
8,7,361,36,162,167,11,0
3,5,1192,115,407,660,18,0
7,7,1593,391,682,520,14,0
0,0,11,0,4,6,1,0
21,14,2350,80,1325,915,65,0
8,7,2684,171,1046,1382,100,0
7,8,666,221,268,169,23,0
16,19,873,108,286,486,28,0
31,30,4839,265,2040,2445,150,0
4,1,132,29,50,51,7,0
46,17,1281,120,526,697,1,0
2,0,735,473,173,59,32,0
16,44,729,4,275,510,0,0
11,3,1416,722,568,101,39,0
1,0,75,33,28,13,2,0
0,0,7,2,3,2,0,0
2,2,299,23,55,182,43,0
0,0,38,1,9,20,8,0
12,7,722,34,357,344,6,0
0,0,47,1,17,29,0,0
6,8,597,26,177,393,15,0
2,2,522,161,202,148,15,0
2,1,197,4,78,116,2,0
3,4,90,0,33,60,4,0
2,7,182,11,127,47,6,0
41,15,3272,336,2503,472,17,0
1,3,176,8,33,127,12,0
13,8,874,77,230,527,61,0
0,0,63,22,25,15,1,0
5,7,139,0,51,93,7,0
0,0,80,0,44,36,0,0
0,3,571,109,171,279,15,0
4,1,661,145,295,164,62,0
25,25,1961,832,576,412,191,0
0,0,46,0,31,13,2,0
0,0,24,8,6,10,0,0
0,0,0,0,0,0,0,0
0,0,238,0,24,214,0,0
0,0,74,0,7,66,1,0
0,0,0,0,0,0,0,0
0,0,2,1,1,0,0,0
0,0,0,0,0,0,0,0
4,4,610,143,461,0,14,0
10,11,906,438,310,105,74,0
38,25,3615,1406,1539,695,38,0
1,9,635,18,192,417,18,0
1,0,10,2,3,6,0,0
0,0,99,55,22,19,3,0
13,6,252,0,94,164,13,0
6,2,136,23,62,59,0,0
5,1,721,64,532,118,13,0
9,25,1229,456,365,383,59,0
0,3,479,0,37,438,7,0
17,21,2118,628,644,855,29,0
0,0,250,9,179,61,1,0
7,4,828,17,583,203,36,0
102,60,3173,11,2524,745,55,0
10,7,1599,892,366,305,53,0
54,34,1872,65,1379,488,28,0
4,3,844,69,378,375,29,0
0,0,24,0,2,21,1,0
12,2,1890,451,847,486,120,0
6,4,459,109,212,121,27,0
17,7,2865,376,1222,1274,17,0
20,21,1975,517,759,521,219,0
31,18,2504,184,545,1627,197,0
3,0,60,1,33,29,0,0
3,1,419,94,194,93,42,0
1,0,106,37,43,26,1,0
18,12,2446,712,961,758,45,0
1,9,385,41,110,230,14,0
4,3,703,50,405,255,0,0
12,16,1325,0,584,769,0,0
14,13,1396,91,512,797,23,0
21,38,1906,135,566,1154,110,0
7,6,1570,232,857,489,5,0
0,0,0,0,0,0,0,0
21,24,1180,38,377,773,37,0
1,0,34,8,26,0,1,0
1,0,3,0,2,2,0,0
35,31,2930,169,1167,1541,119,0
0,0,4,0,2,2,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,7,94,8,44,44,7,0
0,0,22,5,16,0,1,0
0,0,3,0,1,2,0,0
6,6,116,0,43,78,7,0
0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0
6,3,1202,340,544,297,30,0
0,0,8,2,4,2,0,0
0,0,3,1,1,1,0,0
0,0,0,0,0,0,0,0
2,0,110,9,81,20,2,0
3,7,1855,205,820,805,35,0
0,0,0,0,0,0,0,0
0,0,5,1,2,1,1,0
17,13,1642,479,660,417,116,0
13,7,959,94,423,433,29,0
28,10,2733,192,2068,496,15,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14,5,0,1,7,3,0,8
0,0,11,0,8,3,0,0
1,2,117,6,78,32,4,0
2,3,693,152,309,171,66,0
0,0,47,1,14,32,0,0
0,0,9,0,4,5,0,0
0,0,48,1,19,28,0,0
0,0,13,1,6,6,0,0
1,2,20,0,8,14,1,0
0,0,13,0,4,9,0,0
32,54,2074,0,360,1734,66,0
39,56,2309,2,285,2072,45,0
16,32,1306,2,214,1063,75,0
5,9,450,0,16,389,59,0
4,8,301,0,11,263,39,0
40,61,2083,0,314,1779,91,0
0,0,118,0,6,111,1,0
0,0,66,0,3,62,1,0
0,1,55,0,3,53,0,0
0,0,76,0,4,71,1,0
0,0,46,0,2,43,1,0
0,0,53,0,3,50,0,0
0,0,80,0,4,75,1,0
3,3,570,0,104,472,0,0
3,3,1181,1,200,950,36,0
9,8,1148,19,214,916,16,0
3,3,582,6,81,495,6,0
8,8,1712,3,211,1477,37,0
7,7,1462,0,70,1406,0,0
2,4,710,4,15,675,22,0
13,17,2652,74,202,2350,56,0
3,9,1101,53,132,904,24,0
8,15,1586,35,173,1356,45,0
6,12,706,19,68,615,22,0
17,36,3788,1139,40,2577,85,0
15,23,3062,690,76,2306,28,0
5,7,1782,132,38,1569,55,0
11,17,2428,141,35,2221,59,0
6,11,1898,119,49,1692,55,0
2,2,143,3,1,139,4,0
4,5,4275,978,152,2952,202,0
2,2,621,58,50,489,28,0
0,4,1862,67,35,1659,105,0
0,0,2099,182,5,1867,45,0
4,5,5070,1217,970,2780,112,0
0,2,793,2,23,741,29,0
2,3,1916,1419,120,291,91,0
5,11,1736,1149,0,575,28,0
0,1,645,226,43,357,20,0
1,1,440,12,0,408,22,0
0,0,402,8,4,376,14,0
0,1,525,4,18,493,11,0
4,5,1429,115,63,1150,110,0
1,2,860,0,43,807,13,0
3,5,680,0,46,631,11,0
0,0,353,0,44,309,0,0
4,10,1387,764,27,594,16,0
3,4,891,494,41,363,0,0
8,10,1351,973,75,274,47,0
1,1,158,66,0,94,0,0
6,10,1779,229,39,1489,38,0
5,6,1880,616,15,1215,45,0
6,8,2174,1172,92,855,69,0
11,11,1402,581,4,734,105,0
12,14,2318,618,96,1623,7,0
5,7,878,300,87,503,0,0
0,0,75,31,0,44,0,0
0,0,0,0,0,0,0,0
2,2,380,141,4,238,1,0
0,0,5,1,0,3,1,0
11,17,4921,435,88,4335,91,0
6,8,2694,328,4,2125,251,0
5,9,1712,124,24,1554,24,0
3,8,980,562,49,366,14,0
16,31,4119,1150,167,2711,138,0
6,14,2686,607,192,1845,62,0
18,27,4763,431,1411,2868,98,0
15,26,4575,456,684,3408,68,0
10,63,5231,45,1481,3691,87,0
8,20,4976,940,836,3129,99,0
8,8,2183,252,711,1199,37,0
2,5,1658,53,408,1181,23,0
13,23,3245,550,1834,776,121,0
5,12,1822,90,396,1289,64,0
0,9,4999,1558,1337,2004,109,0
1,0,1109,4,212,886,8,0
14,35,3044,295,510,2004,284,0
20,37,3505,222,1022,2066,252,0
58,64,4179,542,933,2420,406,0
14,33,5316,503,741,4115,4,0
4,6,2862,226,398,2217,31,0
26,26,7189,343,2284,4502,112,0
16,34,3631,341,2356,919,65,0
23,20,3537,385,1710,1411,74,0
7,14,1817,3,441,1378,16,0
16,20,6869,2072,2436,2148,249,0
15,36,3565,39,561,2898,118,0
20,43,5648,420,1646,3429,216,0
19,29,4885,93,1700,3032,108,0
7,4,2132,39,732,1346,26,0
25,49,3707,346,1327,1871,237,0
43,93,2104,175,0,1865,200,0
64,91,5889,701,1346,3438,559,0
81,138,3513,714,707,1435,876,0
7,18,4601,961,877,2666,122,0
3,5,1592,67,289,1238,6,0
15,15,2907,230,563,2118,26,0
5,16,2169,285,141,1764,0,0
20,33,4830,27,1634,3089,133,0
4,5,1483,51,315,1110,16,0
37,48,5427,644,1800,2757,311,0
3,4,681,16,89,539,44,0
18,34,4842,141,1717,2933,103,0
27,59,5205,475,1099,3230,487,0
2,5,846,170,71,586,26,0
8,39,5065,435,889,3531,257,0
84,182,5334,1433,783,2575,809,0
17,32,3386,120,779,2472,64,0
11,30,3380,335,650,2270,166,0
23,24,3705,498,1116,1896,242,0
12,17,3930,682,1489,1747,41,0
2,11,1103,151,167,781,17,0
117,214,5407,1705,686,1842,1505,0
13,34,3738,345,740,2420,280,0
18,37,3726,379,765,2486,151,0
15,41,1681,663,499,431,144,0
50,97,3161,771,593,1150,794,0
8,28,3189,465,454,2190,116,0
15,36,5277,792,789,3571,176,0
5,23,3263,135,772,2159,225,0
22,69,2400,755,255,1173,308,0
103,228,6234,1950,784,2107,1724,0
91,163,5312,1275,995,2661,635,0
27,75,5341,650,948,3621,224,0
34,73,5240,1882,1069,2078,318,0
26,52,4591,1782,1342,1158,387,0
0,0,72,22,30,16,4,0
52,106,4489,1380,555,1491,1221,0
31,48,2639,1038,781,674,225,0
2,1,1725,130,169,1392,37,0
20,21,6415,317,729,5188,222,0
14,15,1177,155,368,672,11,0
51,39,3221,1823,878,395,215,0
4,6,1412,115,187,1029,91,0
5,6,958,40,83,824,22,0
12,11,1234,4,155,1095,3,0
18,13,3644,365,510,2600,200,0
15,10,2397,146,255,1893,128,0
16,4,4859,65,428,4047,339,0
9,11,5350,730,820,3500,320,0
31,38,4809,359,819,3530,170,0
20,10,3508,524,595,2328,91,0
57,26,3752,783,2059,823,170,0
32,29,3344,312,610,2475,8,0
33,15,1746,317,1049,359,69,0
60,38,4330,730,1826,1806,66,0
15,12,550,309,240,27,1,0
2,0,385,33,136,204,14,0
1,1,10027,385,2645,6035,964,0
2,2,931,20,190,555,170,0
8,2,655,91,256,273,45,0
0,1,133,35,14,84,1,0
22,27,3449,289,552,2393,264,0
13,33,1422,874,308,115,171,0
15,16,3128,266,526,2215,152,0
16,7,2935,92,254,2565,47,0
0,0,239,29,10,200,0,0
7,14,762,174,46,562,1,0
59,33,2855,600,1323,1024,0,0
18,27,7187,492,789,5797,154,0
0,0,0,0,0,0,0,0
1,8,2158,305,355,1371,136,0
19,16,9746,1006,1468,6657,650,0
6,7,8852,805,1532,5876,652,0
22,23,4401,804,856,2678,108,0
0,0,117,4,11,99,3,0
7,6,508,77,102,279,63,0
34,26,6524,265,840,4910,569,0
30,34,6415,385,540,5186,368,0
12,29,3914,89,151,3398,317,0
0,0,0,0,0,0,0,0
3,0,1106,186,404,489,30,0
1,0,231,34,45,124,29,0
0,2,203,28,39,116,22,0
4,4,273,32,80,141,28,0
6,2,602,81,143,319,67,0
1,1,234,4,23,205,4,0
1,0,1637,70,183,1215,170,0
0,0,8,1,3,4,0,0
0,0,5,0,0,4,1,0
0,0,19,0,2,17,0,0
5,7,341,33,46,274,0,0
1,0,680,55,39,566,21,0
0,0,38,3,2,32,1,0
0,0,43,1,4,37,1,0
0,0,43,2,4,37,0,0
0,0,0,0,0,0,0,0
26,34,5216,94,649,4236,297,0
0,0,0,0,0,0,0,0
0,1,189,13,17,147,13,0
2,6,684,48,156,470,18,0
0,0,0,0,0,0,0,0
17,17,3758,183,262,2960,387,0
0,0,12,0,1,10,1,0
12,5,727,67,158,501,18,0
0,0,188,11,14,157,6,0
1,0,146,7,59,80,1,0
0,0,0,0,0,0,0,0
0,4,851,144,312,375,24,0
1,0,253,26,39,167,22,0
0,6,49,9,20,24,2,0
16,15,3777,205,328,3004,271,0
0,0,12,0,1,10,1,0
1,2,54,0,8,49,0,0
2,3,323,21,43,256,8,0
0,0,0,0,0,0,0,0
75,49,2001,8,651,1432,34,0
87,56,1096,4,411,793,31,0
16,16,310,0,103,220,19,0
73,33,1667,5,898,846,24,0
7,0,137,2,26,100,16,0
43,19,437,6,87,349,57,0
7,5,128,2,24,98,16,0
28,17,860,1,680,210,14,0
0,0,190,4,51,129,6,0
2,1,275,6,75,189,8,0
2,2,275,6,75,190,8,0
2,2,315,7,86,217,9,0
0,0,104,2,28,70,4,0
10,1,455,0,435,31,0,0
23,1,644,0,639,28,1,0
25,6,954,4,934,47,0,0
6,1,209,0,195,21,0,0
30,3,58,0,83,8,0,0
191,52,777,0,960,46,14,0
46,4,77,0,116,11,0,0
175,39,351,0,522,43,0,0
161,33,401,0,549,45,1,0
7,3,2825,106,439,2244,46,0
2,7,1572,50,218,1290,23,0
0,0,310,19,44,240,7,0
1,3,2943,82,512,2283,70,0
2,1,1720,151,397,1152,23,0
4,4,2748,206,929,1559,62,0
0,3,767,0,41,725,4,0
3,3,764,0,25,731,14,0
0,0,377,0,2,375,0,0
2,0,1718,119,437,1124,40,0
2,4,1973,12,181,1737,49,0
1,0,600,0,43,553,5,0
0,0,586,2,20,564,0,0
1,2,219,0,14,206,2,0
5,6,2010,58,243,1676,44,0
1,2,2748,80,351,2266,54,0
4,1,1839,76,515,1241,12,0
5,6,2296,5,165,2018,119,0
1,7,693,157,75,469,0,0
6,14,2456,306,477,1647,46,0
0,7,419,33,51,333,9,0
4,7,696,98,77,522,10,0
4,1,398,49,71,283,0,0
8,5,1039,109,52,875,16,0
0,3,449,55,80,317,0,0
9,22,1443,280,203,979,12,0
2,7,407,62,20,331,3,0
3,7,464,34,56,375,9,0
6,3,816,26,86,689,24,0
12,17,1515,343,392,781,28,0
7,16,2174,113,221,1850,13,0
3,13,1437,14,173,1219,47,0
26,40,4355,85,812,3358,166,0
8,10,2054,0,607,1465,0,0
11,33,2104,34,57,2016,41,0
7,19,1023,6,99,944,0,0
7,8,469,0,19,452,13,0
7,7,607,0,49,550,22,0
2,13,923,1,168,652,117,0
14,35,2145,1,195,1944,54,0
15,25,1292,27,94,1191,20,0
0,0,376,0,19,356,1,0
9,17,1942,19,471,1429,49,0
1,2,1439,1,190,1209,42,0
2,4,572,0,33,545,0,0
8,12,786,0,97,702,7,0
10,6,674,0,81,609,0,0
5,22,1631,1,178,1426,53,0
10,19,1877,0,247,1605,54,0
29,66,3638,130,368,3170,65,0
32,47,4436,249,1178,2999,89,0
21,7,373,15,174,211,1,0
8,14,964,30,476,480,0,0
9,9,842,37,364,453,6,0
44,64,1757,23,635,1033,174,0
14,7,532,3,258,289,3,0
10,3,107,5,50,65,0,0
0,0,0,0,0,0,0,0
4,0,123,8,93,24,2,0
0,0,36,9,11,15,1,0
1,3,1276,330,411,522,17,0
19,16,1290,85,498,724,18,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,2,117,3,66,48,3,0
7,18,1390,59,602,713,41,0
7,19,1436,12,489,953,8,0
8,9,1225,152,318,750,22,0
9,25,1256,98,298,874,20,0
2,5,314,3,61,255,2,0
6,8,1526,217,462,825,36,0
19,18,2814,377,1205,1225,44,0
13,10,1868,3,1094,783,11,0
11,7,1013,8,444,553,26,0
9,6,572,30,203,346,8,0
5,3,662,10,371,275,14,0
0,0,0,0,0,0,0,0
5,0,52,2,27,27,1,0
20,10,997,134,719,166,8,0
35,30,2024,111,1272,687,19,0
13,26,1622,15,757,830,59,0
13,23,1030,98,272,670,26,0
1,0,1,0,1,1,0,0
1,0,4,0,2,2,1,0
0,0,15,2,10,3,0,0
0,0,5,1,2,2,0,0
9,5,445,16,220,219,4,0
7,5,725,3,564,104,66,0
17,10,1291,30,744,536,8,0
3,1,144,2,87,56,3,0
7,8,413,23,238,153,14,0
3,3,197,6,96,96,5,0
0,8,511,7,217,291,4,0
7,6,807,25,585,195,15,0
8,7,750,91,420,225,29,0
1,0,69,0,57,10,3,0
2,2,182,3,90,83,10,0
4,3,632,11,253,330,45,0
10,14,1289,8,552,716,37,0
0,0,39,2,22,14,1,0
1,4,161,25,91,41,9,0
3,5,216,5,147,59,13,0
8,12,1285,29,585,616,75,0
7,9,877,16,258,531,88,0
0,3,545,40,150,315,43,0
3,8,664,15,85,575,0,0
0,3,189,10,107,69,6,0
0,2,163,3,72,89,1,0
1,4,624,0,234,391,4,0
0,1,322,0,81,232,10,0
3,5,1577,25,331,1111,118,0
2,8,924,0,114,766,54,0
8,7,2410,8,144,2223,50,0
2,3,2085,0,149,1891,50,0
1,2,2581,51,360,2149,24,0
2,4,1704,0,45,1635,30,0
0,0,209,0,40,168,1,0
0,1,905,35,60,810,1,0
3,2,504,0,38,464,7,0
62,30,1877,0,982,987,0,0
25,5,886,0,275,624,17,0
116,19,2761,0,2559,331,6,0
162,92,3037,0,2496,776,19,0
48,14,585,5,603,32,7,0
55,14,1361,11,1346,72,1,0
22,11,440,10,420,43,0,0
33,11,440,5,463,10,6,0
100,39,2433,34,2372,162,4,0
119,27,2002,0,2148,0,0,0
93,40,2078,0,2102,108,1,0
202,92,2002,0,1901,380,15,0
40,26,744,1,756,50,3,0
115,28,3010,0,2978,175,0,0
195,98,1509,1,1543,248,10,0
48,18,1243,0,943,363,3,0
153,37,4520,0,4449,246,15,0
104,27,2356,10,2339,124,14,0
75,24,2373,3,2276,193,0,0
47,17,1743,0,1425,381,1,0
132,27,2335,18,2326,129,21,0
125,35,2779,0,2713,192,34,0
1,2,334,0,265,64,8,0
31,9,1246,0,1187,98,1,0
36,11,711,0,691,67,0,0
43,15,3731,7,2868,859,55,0
84,19,2925,0,2831,197,0,0
18,8,1709,8,1593,133,1,0
35,19,3171,28,2037,1112,48,0
25,7,1251,1,895,382,5,0
11,7,381,6,308,84,1,0
42,22,3010,0,2375,659,40,0
9,2,786,0,683,109,5,0
9,4,402,0,355,60,0,0
28,21,1179,1,967,250,10,0
62,19,2348,120,1869,414,26,0
73,26,1691,1,1787,2,0,0
79,72,332,3,283,185,12,0
34,15,970,0,949,66,4,0
108,30,2876,2,2456,550,6,0
93,35,4022,17,3896,237,0,0
14,4,1190,10,907,276,15,0
24,6,1537,54,1346,157,10,0
110,67,3128,95,1890,1220,100,0
90,36,1952,0,2078,0,0,0
206,94,3516,0,3407,396,13,0
74,23,1074,14,1052,96,9,0
87,57,1024,0,1088,77,3,0
32,34,794,4,596,260,0,0
291,105,4928,10,4590,724,0,0
34,9,1501,0,1469,75,0,0
37,36,1798,0,358,1513,0,0
151,41,4709,0,4693,208,0,0
251,108,4260,83,4240,187,109,0
87,13,3267,0,2827,539,1,0
29,11,2372,38,1799,560,15,0
9,5,1041,0,914,140,1,0
56,10,4366,0,3480,788,164,0
25,8,973,0,898,108,0,0
32,22,1045,0,958,141,0,0
136,75,1928,0,1924,215,0,0
192,65,3082,0,3234,101,4,0
177,74,1267,0,1331,164,23,0
41,23,3293,20,2703,603,31,0
90,31,3790,0,3497,408,6,0
104,64,4790,10,4151,772,25,0
59,53,2516,15,1104,1462,47,0
81,16,2527,0,2595,29,0,0
212,67,3320,0,3417,174,8,0
65,12,1148,0,1145,80,0,0
164,49,2902,0,2927,188,0,0
149,57,3144,177,2833,272,68,0
254,94,3272,68,3247,233,72,0
232,70,4319,0,4238,352,31,0
125,42,3177,0,3189,147,8,0
64,50,1268,0,1229,129,24,0
124,40,2891,0,3012,43,0,0
47,29,3486,15,2897,536,114,0
56,18,3552,44,2775,587,220,0
73,38,5473,72,3978,1508,26,0
57,13,2563,0,2323,300,10,0
71,14,3336,0,3101,320,0,0
46,29,1297,0,533,824,15,0
41,17,1956,16,1510,452,36,0
47,11,899,2,801,153,1,0
58,24,1205,4,1237,46,0,0
32,10,2512,0,1980,564,10,0
31,14,1283,0,1246,79,3,0
72,22,1498,0,1558,33,1,0
54,39,430,0,498,25,0,0
257,71,5501,0,5234,419,176,0
5,6,574,0,500,84,1,0
256,99,5626,37,5420,388,136,0
54,36,573,0,564,92,7,0
105,59,1983,0,1883,255,9,0
9,1,459,12,370,65,22,0
7,2,225,0,200,34,0,0
3,2,150,0,129,25,1,0
124,48,2374,25,1924,597,0,0
39,16,400,0,335,61,59,0
1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
13,14,2200,516,352,1318,41,0
13,14,2435,238,363,1807,54,0
10,10,2094,629,166,1302,17,0
16,13,1858,228,288,1324,47,0
0,3,585,0,15,565,8,0
0,0,70,0,12,58,0,0
1,2,632,20,27,570,18,0
0,0,1111,2,110,975,24,0
0,2,720,0,71,635,16,0
2,0,376,2,38,328,10,0
0,3,588,0,92,495,4,0
0,0,330,0,4,319,7,0
15,19,4022,667,199,3170,20,0
4,3,467,81,51,341,1,0
2,4,589,66,24,505,0,0
3,2,799,173,10,604,17,0
1,0,470,58,6,407,0,0
7,12,2259,213,39,1913,113,0
2,18,1009,131,14,879,5,0
10,2,620,222,0,410,0,0
4,7,1131,353,0,788,1,0
5,4,2751,413,28,2244,75,0
1,1,634,172,19,444,1,0
1,1,696,42,4,616,36,0
8,19,3811,541,57,3163,77,0
0,1,580,1,2,577,1,0
1,2,477,16,3,454,7,0
1,2,259,11,1,246,4,0
4,12,1943,687,51,1202,19,0
0,0,268,21,0,247,0,0
1,1,866,4,550,303,11,0
0,0,202,10,120,67,5,0
1,2,788,23,590,164,14,0
0,0,178,0,30,139,9,0
5,5,936,7,292,639,8,0
0,0,365,0,148,213,4,0
1,1,583,18,422,134,11,0
1,1,469,0,77,376,18,0
1,5,496,99,16,362,25,0
1,5,419,110,0,315,0,0
3,9,431,63,166,213,1,0
5,6,3458,150,250,2982,87,0
3,12,1953,234,152,1552,30,0
3,13,2244,446,340,1426,48,0
2,15,2782,89,42,2598,70,0
6,24,3450,275,730,2423,52,0
0,1,270,18,19,217,17,0
6,9,4034,233,512,3232,72,0
4,17,2629,35,750,1850,15,0
1,4,1294,301,59,930,9,0
0,0,0,0,0,0,0,0
0,2,401,64,58,268,13,0
0,0,2608,228,685,1581,114,0
4,5,1830,261,80,1449,49,0
1,4,1303,106,47,1155,0,0
7,3,1532,42,145,1351,4,0
11,15,3637,464,726,2417,56,0
5,2,630,51,48,505,33,0
2,15,974,13,65,891,22,0
11,11,2081,471,124,1461,47,0
1,6,1357,208,31,1121,4,0
3,6,1142,336,59,753,3,0
6,7,930,281,54,607,1,0
8,1,2221,636,261,1278,55,0
1,2,986,123,58,736,72,0
5,8,2143,277,131,1605,143,0
5,4,1332,48,30,1235,28,0
3,7,1304,262,148,885,19,0
13,8,1555,90,153,1322,11,0
4,0,698,157,116,407,22,0
4,4,1317,241,387,625,72,0
19,21,1529,782,261,512,14,0
11,9,2052,280,338,1420,34,0
1,0,1690,106,70,1426,89,0
5,9,1024,103,195,704,36,0
2,3,530,8,110,397,20,0
0,0,433,69,54,304,6,0
0,0,628,0,81,540,7,0
0,1,1050,62,187,746,56,0
0,0,705,10,92,574,29,0
1,1,2287,438,687,1087,77,0
0,1,1414,4,354,1004,53,0
1,3,1050,6,24,993,31,0
1,6,424,0,9,418,4,0
2,2,763,2,9,728,28,0
0,1,369,4,5,357,4,0
0,0,271,0,1,252,18,0
0,0,885,0,28,831,26,0
0,0,348,2,16,319,11,0
3,5,145,0,4,148,1,0
1,2,168,0,4,165,2,0
2,2,458,13,18,430,1,0
5,5,1086,21,40,1008,27,0
2,2,513,6,52,452,7,0
3,4,385,0,2,365,25,0
0,0,193,0,1,180,12,0
0,0,638,0,5,614,19,0
0,0,254,0,33,217,4,0
4,1,448,26,257,162,8,0
1,1,468,11,151,298,10,0
0,0,77,2,23,50,2,0
0,0,400,12,232,148,8,0
0,0,388,29,227,127,5,0
0,0,647,2,114,504,27,0
0,0,641,0,100,530,11,0
2,0,697,2,126,543,28,0
0,0,591,0,125,453,13,0
3,4,1570,37,233,1291,16,0
2,3,1347,76,133,1112,31,0
1,4,1611,30,311,1260,15,0
2,2,1435,4,137,1285,13,0
2,0,396,25,74,287,12,0
75,63,2406,188,446,1823,87,0
60,32,5554,970,1083,3382,211,0
38,14,2917,1009,1274,659,27,0
12,14,874,23,56,813,8,0
10,10,1205,113,67,1009,36,0
63,44,4985,427,656,3262,747,0
24,6,2025,179,130,1629,117,0
17,11,2987,89,564,2326,36,0
46,19,4343,626,577,3091,114,0
4,2,686,4,46,633,9,0
18,19,4239,327,359,3489,101,0
30,25,2195,35,240,1940,35,0
9,11,2951,39,420,2450,62,0
29,24,2771,249,202,1394,979,0
41,22,1851,179,396,1056,283,0
27,6,2148,160,320,1629,72,0
27,9,3174,303,445,2349,113,0
2,2,787,0,20,766,5,0
31,36,1373,70,45,1210,115,0
6,11,1073,29,69,923,69,0
105,67,4263,395,310,3060,670,0
19,15,3691,130,558,2935,102,0
39,19,2779,840,462,1158,377,0
31,25,3013,945,510,1255,359,0
67,57,4699,567,245,2450,1561,0
31,24,2059,80,245,1595,194,0
31,18,2564,427,350,1671,165,0
44,29,2645,382,128,2022,186,0
5,3,138,12,14,113,7,0
43,32,6375,602,764,4564,520,0
44,36,1990,235,65,1505,265,0
52,57,2226,120,135,1950,130,0
18,11,3230,191,307,2635,126,0
80,66,3615,12,168,1988,1593,0
2,2,1147,27,93,1025,6,0
26,43,1795,50,125,1470,219,0
4,6,1851,0,212,1600,49,0
67,55,6423,1105,510,4435,495,0
44,27,3739,410,605,2425,370,0
45,25,3367,240,270,2814,113,0
19,20,2521,159,234,2092,75,0
1,6,1123,10,115,955,50,0
61,38,6634,1154,1286,4050,243,0
13,10,2631,228,700,1665,61,0
